user_input,icon_label,category,confidence_score,source
tv,ic_tv,entertainment,1.0,direct_keyword
go course,ic_note,learning,0.9,keyword_variation
grabbing food,ic_utensils_line,food,0.8,template_generated
intensive research,ic_note,learning,0.8,template_generated
miat,ic_utensils_line,food,0.9,direct_keyword_typo
pilates,ic_run,exercise,1.0,direct_keyword
weekend commute,ic_car,travel,0.8,template_generated
work meeting,ic_briefcase_line,work,0.8,template_generated
morning business,ic_briefcase_line,work,0.7,contextual
60 hours of night,ic_moon_line,sleep,0.8,template_generated
train adventure,ic_car,travel,0.8,template_generated
go basketball!,ic_run,exercise,0.9,keyword_variation_punct
meeting review,ic_briefcase_line,work,0.8,template_generated
15 minute game,ic_tv,entertainment,0.7,contextual
late night meal,ic_utensils_line,food,0.7,contextual
evening trip,ic_car,travel,0.7,contextual
quick snack,ic_utensils_line,food,0.8,template_generated
30 minute meal,ic_utensils_line,food,0.7,contextual
social talk,ic_people,social,0.8,template_generated
early morning wellness,ic_health,health,0.7,contextual
training with friends,ic_run,exercise,0.8,template_generated
afternoon night,ic_moon_line,sleep,0.8,template_generated
watching show,ic_tv,entertainment,0.8,template_generated
evening game,ic_tv,entertainment,0.8,template_generated
morning meeting,ic_briefcase_line,work,0.7,contextual
afternoon health,ic_health,health,0.7,contextual
bedroom session,ic_moon_line,sleep,0.9,keyword_variation
fruit,ic_utensils_line,food,1.0,direct_keyword
go golf,ic_run,exercise,0.9,keyword_variation
afternoon hospital,ic_health,health,0.7,contextual
afternoon gym,ic_run,exercise,0.7,contextual
quick restaurant,ic_utensils_line,food,0.8,template_generated
evening nap,ic_moon_line,sleep,0.7,contextual
water session...,ic_utensils_line,food,0.9,keyword_variation_punct
go bedroom,ic_moon_line,sleep,0.9,keyword_variation
go film,ic_tv,entertainment,0.9,keyword_variation
workshop,ic_note,learning,1.0,direct_keyword
grab coffee,ic_utensils_line,food,0.8,realistic_pattern
office review,ic_briefcase_line,work,0.8,template_generated
kitchen break,ic_utensils_line,food,0.8,template_generated
medicine consultation,ic_health,health,0.8,template_generated
go chat,ic_people,social,0.9,keyword_variation
hospital appointment,ic_health,health,0.8,template_generated
road trip,ic_car,travel,0.8,template_generated
afternoon dream,ic_moon_line,sleep,0.8,template_generated
getting some bedroom,ic_moon_line,sleep,0.8,template_generated
30 minute movie,ic_tv,entertainment,0.7,contextual
social friends,ic_people,social,0.8,template_generated
exam school,ic_note,learning,0.8,template_generated
fun fun,ic_tv,entertainment,0.8,template_generated
work review,ic_briefcase_line,work,0.8,template_generated
afternoon nap,ic_moon_line,sleep,0.8,template_generated
exam session...,ic_note,learning,0.9,keyword_variation_punct
go swim,ic_run,exercise,0.9,keyword_variation
gym at the gym,ic_run,exercise,0.8,template_generated
hotel session,ic_car,travel,0.9,keyword_variation
deep tired,ic_moon_line,sleep,0.8,template_generated
1 hour sleep,ic_moon_line,sleep,0.7,contextual
15 minute travel,ic_car,travel,0.7,contextual
late night trip,ic_car,travel,0.7,contextual
education notes,ic_note,learning,0.8,template_generated
client meeting,ic_briefcase_line,work,0.8,template_generated
vacation bus,ic_car,travel,0.8,template_generated
quick drive,ic_car,travel,0.8,template_generated
go negotiation,ic_briefcase_line,work,0.9,keyword_variation
bed,ic_moon_line,sleep,1.0,direct_keyword
health health,ic_health,health,0.8,template_generated
booking,ic_car,travel,1.0,direct_keyword
drinks with colleagues,ic_people,social,0.9,realistic_pattern
go coffee,ic_people,social,0.9,keyword_variation
vacation drive,ic_car,travel,0.8,template_generated
afternoon meal,ic_utensils_line,food,0.7,contextual
cafe,ic_utensils_line,food,1.0,direct_keyword
programming,ic_briefcase_line,work,1.0,direct_keyword
family with friends,ic_people,social,0.8,template_generated
healing session,ic_health,health,0.9,keyword_variation
medical therapy,ic_health,health,0.8,template_generated
morning party,ic_people,social,0.7,contextual
weekend flight,ic_car,travel,0.8,template_generated
much needed rest,ic_moon_line,sleep,0.8,template_generated
go professional,ic_briefcase_line,work,0.9,keyword_variation
15 minute job,ic_briefcase_line,work,0.7,contextual
bus adventure,ic_car,travel,0.8,template_generated
focused research,ic_note,learning,0.8,template_generated
go lesson,ic_note,learning,0.9,keyword_variation
sport at the gym,ic_run,exercise,0.8,template_generated
management session,ic_briefcase_line,work,0.9,keyword_variation
go presentation,ic_briefcase_line,work,0.9,keyword_variation
15 minute medical,ic_health,health,0.7,contextual
assignment,ic_note,learning,1.0,direct_keyword
playing play,ic_tv,entertainment,0.8,template_generated
outdoor bike,ic_run,exercise,0.8,template_generated
homemade meal,ic_utensils_line,food,0.8,template_generated
deep bedroom,ic_moon_line,sleep,0.8,template_generated
chat gathering,ic_people,social,0.8,template_generated
station,ic_car,travel,1.0,direct_keyword
water session,ic_utensils_line,food,0.9,keyword_variation
course,ic_run,exercise,0.9,multilingual_french
treatment,ic_health,health,1.0,direct_keyword
early morning read,ic_note,learning,0.7,contextual
go employment,ic_briefcase_line,work,0.9,keyword_variation
preventive hospital,ic_health,health,0.8,template_generated
late night dinner,ic_utensils_line,food,0.7,contextual
morning job,ic_briefcase_line,work,0.7,contextual
team meeting,ic_briefcase_line,work,0.8,template_generated
train,ic_car,travel,1.0,direct_keyword
fun people,ic_people,social,0.8,template_generated
morning school,ic_note,learning,0.7,contextual
15 minute commute,ic_car,travel,0.7,contextual
binge game,ic_tv,entertainment,0.8,template_generated
wellness,ic_health,health,1.0,direct_keyword
relax,ic_moon_line,sleep,1.0,direct_keyword
takeout cooking,ic_utensils_line,food,0.8,template_generated
30 hours of bed,ic_moon_line,sleep,0.8,template_generated
friends session,ic_people,social,0.9,keyword_variation
quick swim,ic_run,exercise,0.8,template_generated
early morning show,ic_tv,entertainment,0.7,contextual
manger,ic_utensils_line,food,0.9,multilingual_french
late night job,ic_briefcase_line,work,0.7,contextual
early morning exercise,ic_run,exercise,0.7,contextual
go strategy,ic_briefcase_line,work,0.9,keyword_variation
takeout food,ic_utensils_line,food,0.8,template_generated
early morning health,ic_health,health,0.7,contextual
afternoon training,ic_run,exercise,0.7,contextual
go eat,ic_utensils_line,food,0.9,keyword_variation
30 minute office,ic_briefcase_line,work,0.7,contextual
tennis session,ic_run,exercise,0.9,keyword_variation
relaxing play,ic_tv,entertainment,0.8,template_generated
dark session,ic_moon_line,sleep,0.9,keyword_variation
1 hour social,ic_people,social,0.7,contextual
go bedtime,ic_moon_line,sleep,0.9,keyword_variation
relaxing fun,ic_tv,entertainment,0.8,template_generated
education,ic_note,learning,1.0,direct_keyword
long journey,ic_car,travel,0.8,template_generated
quick sleep,ic_moon_line,sleep,0.8,template_generated
tourism session,ic_car,travel,0.9,keyword_variation
weekend date,ic_people,social,0.8,template_generated
late night bus,ic_car,travel,0.7,contextual
healthy food,ic_utensils_line,food,0.8,template_generated
paperwork session,ic_briefcase_line,work,0.9,keyword_variation
go pasta,ic_utensils_line,food,0.9,keyword_variation
1 hour task,ic_briefcase_line,work,0.7,contextual
go group,ic_people,social,0.9,keyword_variation
catching up family,ic_people,social,0.8,template_generated
watching entertainment,ic_tv,entertainment,0.8,template_generated
dessert session!,ic_utensils_line,food,0.9,keyword_variation_punct
restaurant session.,ic_utensils_line,food,0.9,keyword_variation_punct
night,ic_moon_line,sleep,1.0,direct_keyword
late night course,ic_note,learning,0.7,contextual
30 minute dream,ic_moon_line,sleep,0.7,contextual
video,ic_tv,entertainment,1.0,direct_keyword
dentist visit,ic_health,health,0.8,template_generated
intensive study,ic_note,learning,0.8,template_generated
office,ic_briefcase_line,work,1.0,direct_keyword
quick vacation,ic_car,travel,0.8,template_generated
special gathering,ic_people,social,0.8,template_generated
exam,ic_note,learning,1.0,direct_keyword
late night study,ic_note,learning,0.7,contextual
quick bike,ic_run,exercise,0.8,template_generated
afternoon eat,ic_utensils_line,food,0.7,contextual
early morning dream,ic_moon_line,sleep,0.7,contextual
afternoon workout,ic_run,exercise,0.7,contextual
task meeting,ic_briefcase_line,work,0.8,template_generated
15 minute entertainment,ic_tv,entertainment,0.7,contextual
follow-up medicine,ic_health,health,0.8,template_generated
30 minute food,ic_utensils_line,food,0.7,contextual
1 hour gathering,ic_people,social,0.7,contextual
late night rest,ic_moon_line,sleep,0.7,contextual
go yoga,ic_run,exercise,0.9,keyword_variation
business trip,ic_car,travel,0.8,template_generated
team work,ic_briefcase_line,work,0.8,template_generated
1 hour health,ic_health,health,0.7,contextual
time to tired,ic_moon_line,sleep,0.8,template_generated
early morning train,ic_car,travel,0.7,contextual
30 minute nap,ic_moon_line,sleep,0.7,contextual
skill university,ic_note,learning,0.8,template_generated
morning flight,ic_car,travel,0.8,template_generated
grabbing restaurant,ic_utensils_line,food,0.8,template_generated
business,ic_briefcase_line,work,1.0,direct_keyword
group people,ic_people,social,0.8,template_generated
professional,ic_briefcase_line,work,1.0,direct_keyword
getting some bed,ic_moon_line,sleep,0.8,template_generated
morning fitness,ic_run,exercise,0.8,template_generated
1 hour training,ic_run,exercise,0.7,contextual
meeting meeting,ic_briefcase_line,work,0.8,template_generated
class session,ic_note,learning,0.9,keyword_variation
go dark,ic_moon_line,sleep,0.9,keyword_variation
early morning night,ic_moon_line,sleep,0.7,contextual
online learn,ic_note,learning,0.8,template_generated
evening travel,ic_car,travel,0.7,contextual
office project,ic_briefcase_line,work,0.8,template_generated
checkup consultation,ic_health,health,0.8,template_generated
afternoon fitness,ic_run,exercise,0.7,contextual
new game,ic_tv,entertainment,0.8,template_generated
planning vacation,ic_car,travel,0.8,template_generated
peaceful bedroom,ic_moon_line,sleep,0.8,template_generated
rest session,ic_moon_line,sleep,0.9,keyword_variation
fun movie,ic_tv,entertainment,0.8,template_generated
nap,ic_moon_line,sleep,1.0,direct_keyword
special social,ic_people,social,0.8,template_generated
bedroom break,ic_moon_line,sleep,0.8,template_generated
school,ic_note,learning,1.0,direct_keyword
urgent meeting,ic_briefcase_line,work,0.8,template_generated
exercício,ic_run,exercise,0.9,multilingual_portuguese
evening career,ic_briefcase_line,work,0.7,contextual
1 hour bed,ic_moon_line,sleep,0.7,contextual
jog session,ic_run,exercise,0.9,keyword_variation
45 minute gym,ic_run,exercise,0.8,template_generated
work from cafe,ic_briefcase_line,work,0.7,realistic_pattern
evening swim,ic_run,exercise,0.8,template_generated
1 hour study,ic_note,learning,0.7,contextual
1 hour work,ic_briefcase_line,work,0.7,contextual
jog,ic_run,exercise,1.0,direct_keyword
university notes,ic_note,learning,0.8,template_generated
favorite entertainment,ic_tv,entertainment,0.8,template_generated
swim session,ic_run,exercise,0.9,keyword_variation
watching play,ic_tv,entertainment,0.8,template_generated
youtube,ic_tv,entertainment,1.0,direct_keyword
basketball,ic_run,exercise,1.0,direct_keyword
health hospital,ic_health,health,0.8,template_generated
homemade breakfast,ic_utensils_line,food,0.8,template_generated
focused school,ic_note,learning,0.8,template_generated
weekend party,ic_people,social,0.8,template_generated
research,ic_note,learning,1.0,direct_keyword
afternoon family,ic_people,social,0.7,contextual
dinner prep,ic_utensils_line,food,0.8,template_generated
afternoon tv,ic_tv,entertainment,0.7,contextual
go relax,ic_moon_line,sleep,0.9,keyword_variation
takeout meal,ic_utensils_line,food,0.8,template_generated
weekend friends,ic_people,social,0.8,template_generated
symptoms,ic_health,health,1.0,direct_keyword
new movie,ic_tv,entertainment,0.8,template_generated
early morning learn,ic_note,learning,0.7,contextual
morning training,ic_run,exercise,0.8,template_generated
go analyze,ic_note,learning,0.9,keyword_variation
early morning walk,ic_run,exercise,0.7,contextual
30 minute sleep,ic_moon_line,sleep,0.7,contextual
30 minute video,ic_tv,entertainment,0.7,contextual
team office,ic_briefcase_line,work,0.8,template_generated
client professional,ic_briefcase_line,work,0.8,template_generated
1 hour dream,ic_moon_line,sleep,0.7,contextual
meeting session,ic_briefcase_line,work,0.9,keyword_variation
takeout kitchen,ic_utensils_line,food,0.8,template_generated
traffic,ic_car,travel,1.0,direct_keyword
hanging out chat,ic_people,social,0.8,template_generated
writing,ic_briefcase_line,work,1.0,direct_keyword
new show,ic_tv,entertainment,0.8,template_generated
go pilates,ic_run,exercise,0.9,keyword_variation
weekend chat,ic_people,social,0.8,template_generated
evening exercise,ic_run,exercise,0.8,template_generated
1 hour family,ic_people,social,0.7,contextual
watching film,ic_tv,entertainment,0.8,template_generated
job review,ic_briefcase_line,work,0.8,template_generated
morning chat,ic_people,social,0.7,contextual
afternoon walk,ic_run,exercise,0.7,contextual
early morning lunch,ic_utensils_line,food,0.7,contextual
walk at the gym,ic_run,exercise,0.8,template_generated
go diagnosis,ic_health,health,0.9,keyword_variation
self course,ic_note,learning,0.8,template_generated
early morning travel,ic_car,travel,0.7,contextual
meeting call,ic_briefcase_line,work,0.8,template_generated
30 minute training,ic_run,exercise,0.8,template_generated
go workout,ic_run,exercise,0.9,keyword_variation
morning walk,ic_run,exercise,0.8,template_generated
pharmacy session,ic_health,health,0.9,keyword_variation
30 minute workout,ic_run,exercise,0.7,contextual
go tv,ic_tv,entertainment,0.9,keyword_variation
morning food,ic_utensils_line,food,0.8,template_generated
social date,ic_people,social,0.8,template_generated
food session,ic_utensils_line,food,0.9,keyword_variation
15 minute gym,ic_run,exercise,0.7,contextual
go business,ic_briefcase_line,work,0.9,keyword_variation
project career,ic_briefcase_line,work,0.8,template_generated
homemade eat,ic_utensils_line,food,0.8,template_generated
group social,ic_people,social,0.8,template_generated
agreement session,ic_briefcase_line,work,0.9,keyword_variation
hike session,ic_run,exercise,0.9,keyword_variation
hanging out party,ic_people,social,0.8,template_generated
catching up friends,ic_people,social,0.8,template_generated
focused homework,ic_note,learning,0.8,template_generated
binge film,ic_tv,entertainment,0.8,template_generated
morning bus,ic_car,travel,0.8,template_generated
bike session,ic_run,exercise,0.9,keyword_variation
fish session,ic_utensils_line,food,0.9,keyword_variation
golf,ic_run,exercise,1.0,direct_keyword
road commute,ic_car,travel,0.8,template_generated
go research,ic_note,learning,0.9,keyword_variation
early morning flight,ic_car,travel,0.7,contextual
evening task,ic_briefcase_line,work,0.7,contextual
go nurse,ic_health,health,0.9,keyword_variation
preventive appointment,ic_health,health,0.8,template_generated
1 hour hospital,ic_health,health,0.7,contextual
weekend family,ic_people,social,0.8,template_generated
30 minute people,ic_people,social,0.7,contextual
having breakfast,ic_utensils_line,food,0.8,template_generated
afternoon job,ic_briefcase_line,work,0.7,contextual
dentist,ic_health,health,1.0,direct_keyword
planning,ic_briefcase_line,work,1.0,direct_keyword
team job,ic_briefcase_line,work,0.8,template_generated
hanging out social,ic_people,social,0.8,template_generated
1 hour gym,ic_run,exercise,0.7,contextual
medical appointment,ic_health,health,0.8,template_generated
afternoon relax,ic_moon_line,sleep,0.8,template_generated
trabalho,ic_briefcase_line,work,0.9,multilingual_portuguese
road bus,ic_car,travel,0.8,template_generated
fun leisure,ic_tv,entertainment,0.8,template_generated
workout at the gym,ic_run,exercise,0.8,template_generated
15 minute run,ic_run,exercise,0.8,template_generated
30 minute family,ic_people,social,0.7,contextual
late night gym,ic_run,exercise,0.7,contextual
group visit,ic_people,social,0.8,template_generated
afternoon game,ic_tv,entertainment,0.7,contextual
fruit session,ic_utensils_line,food,0.9,keyword_variation
restaurant break,ic_utensils_line,food,0.8,template_generated
morning social,ic_people,social,0.7,contextual
evening,ic_moon_line,sleep,1.0,direct_keyword
online course,ic_note,learning,0.8,template_generated
fun video,ic_tv,entertainment,0.8,template_generated
exam read,ic_note,learning,0.8,template_generated
traffic session,ic_car,travel,0.9,keyword_variation
boxing session,ic_run,exercise,0.9,keyword_variation
workout with friends,ic_run,exercise,0.8,template_generated
exam homework,ic_note,learning,0.8,template_generated
1 hour fitness,ic_run,exercise,0.7,contextual
1 hour cooking,ic_utensils_line,food,0.7,contextual
learn session,ic_note,learning,0.9,keyword_variation
tired break,ic_moon_line,sleep,0.8,template_generated
business commute,ic_car,travel,0.8,template_generated
go video,ic_tv,entertainment,0.9,keyword_variation
15 minute lunch,ic_utensils_line,food,0.7,contextual
early morning family,ic_people,social,0.7,contextual
peaceful night,ic_moon_line,sleep,0.8,template_generated
go neighbor,ic_people,social,0.9,keyword_variation
watch,ic_tv,entertainment,1.0,direct_keyword
30 minute play,ic_tv,entertainment,0.7,contextual
listen session,ic_tv,entertainment,0.9,keyword_variation
quick meal,ic_utensils_line,food,0.8,template_generated
medication,ic_health,health,1.0,direct_keyword
course materials,ic_note,learning,0.8,template_generated
30 minute show,ic_tv,entertainment,0.7,contextual
evening run,ic_run,exercise,0.8,template_generated
dream break,ic_moon_line,sleep,0.8,template_generated
booking session,ic_car,travel,0.9,keyword_variation
bed session,ic_moon_line,sleep,0.9,keyword_variation
morning medicine,ic_health,health,0.7,contextual
go date,ic_people,social,0.9,keyword_variation
evening leisure,ic_tv,entertainment,0.8,template_generated
class,ic_note,learning,1.0,direct_keyword
outdoor exercise,ic_run,exercise,0.8,template_generated
evening work,ic_briefcase_line,work,0.7,contextual
social session,ic_people,social,0.9,keyword_variation
1 hour party,ic_people,social,0.7,contextual
morning read,ic_note,learning,0.7,contextual
evening project,ic_briefcase_line,work,0.7,contextual
evening meeting,ic_briefcase_line,work,0.7,contextual
evening fitness,ic_run,exercise,0.8,template_generated
booking train,ic_car,travel,0.8,template_generated
client job,ic_briefcase_line,work,0.8,template_generated
annual medical,ic_health,health,0.8,template_generated
workout!,ic_run,exercise,1.0,direct_keyword_punct
morning tv,ic_tv,entertainment,0.7,contextual
go admin,ic_briefcase_line,work,0.9,keyword_variation
planning transport,ic_car,travel,0.8,template_generated
health medical,ic_health,health,0.8,template_generated
fun,ic_tv,entertainment,1.0,direct_keyword
gym with friends,ic_run,exercise,0.8,template_generated
snack,ic_utensils_line,food,1.0,direct_keyword
action,ic_tv,entertainment,1.0,direct_keyword
bedtime session,ic_moon_line,sleep,0.9,keyword_variation
go meeting,ic_briefcase_line,work,0.9,keyword_variation
15 minute family,ic_people,social,0.7,contextual
much needed bedroom,ic_moon_line,sleep,0.8,template_generated
morning restaurant,ic_utensils_line,food,0.8,template_generated
intensive school,ic_note,learning,0.8,template_generated
15 minute hospital,ic_health,health,0.7,contextual
go soup,ic_utensils_line,food,0.9,keyword_variation
15 minute therapy,ic_health,health,0.7,contextual
go drinks,ic_people,social,0.9,keyword_variation
dinner with family,ic_utensils_line,food,0.8,template_generated
15 minute relax,ic_moon_line,sleep,0.7,contextual
15 minute flight,ic_car,travel,0.7,contextual
dance session,ic_run,exercise,0.9,keyword_variation
burger session,ic_utensils_line,food,0.9,keyword_variation
doctor,ic_health,health,1.0,direct_keyword
hangout,ic_people,social,1.0,direct_keyword
quick train,ic_car,travel,0.8,template_generated
date,ic_people,social,1.0,direct_keyword
family,ic_people,social,1.0,direct_keyword
afternoon snack,ic_utensils_line,food,0.7,contextual
go legal,ic_briefcase_line,work,0.9,keyword_variation
long trip,ic_car,travel,0.8,template_generated
go rest,ic_moon_line,sleep,0.9,keyword_variation
homework group,ic_note,learning,0.8,template_generated
morning video,ic_tv,entertainment,0.7,contextual
online study,ic_note,learning,0.8,template_generated
skill book,ic_note,learning,0.8,template_generated
late night travel,ic_car,travel,0.7,contextual
rowing session,ic_run,exercise,0.9,keyword_variation
go seminar,ic_note,learning,0.9,keyword_variation
30 hours of nap,ic_moon_line,sleep,0.8,template_generated
movie,ic_tv,entertainment,1.0,direct_keyword
15 minute meeting,ic_briefcase_line,work,0.7,contextual
hanging out visit,ic_people,social,0.8,template_generated
afternoon friends,ic_people,social,0.7,contextual
client employment,ic_briefcase_line,work,0.8,template_generated
late night film,ic_tv,entertainment,0.7,contextual
enjoying entertainment,ic_tv,entertainment,0.8,template_generated
go music,ic_tv,entertainment,0.9,keyword_variation
research session,ic_briefcase_line,work,0.9,keyword_variation
university,ic_note,learning,1.0,direct_keyword
healing,ic_health,health,1.0,direct_keyword
writing session,ic_briefcase_line,work,0.9,keyword_variation
action session,ic_tv,entertainment,0.9,keyword_variation
new tv,ic_tv,entertainment,0.8,template_generated
early morning gym,ic_run,exercise,0.7,contextual
food,ic_utensils_line,food,1.0,direct_keyword
entertainment,ic_tv,entertainment,1.0,direct_keyword
go career,ic_briefcase_line,work,0.9,keyword_variation
netflix,ic_tv,entertainment,1.0,direct_keyword
go holiday,ic_car,travel,0.9,keyword_variation
morning cooking,ic_utensils_line,food,0.8,template_generated
tea,ic_utensils_line,food,1.0,direct_keyword
health consultation,ic_health,health,0.8,template_generated
design session,ic_briefcase_line,work,0.9,keyword_variation
evening entertainment,ic_tv,entertainment,0.8,template_generated
project professional,ic_briefcase_line,work,0.8,template_generated
evening doctor,ic_health,health,0.7,contextual
morning health,ic_health,health,0.7,contextual
project review,ic_briefcase_line,work,0.8,template_generated
special date,ic_people,social,0.8,template_generated
sport with friends,ic_run,exercise,0.8,template_generated
walk session,ic_run,exercise,0.9,keyword_variation
event session,ic_people,social,0.9,keyword_variation
binge tv,ic_tv,entertainment,0.8,template_generated
30 minute book,ic_note,learning,0.7,contextual
go drowsy,ic_moon_line,sleep,0.9,keyword_variation
favorite show,ic_tv,entertainment,0.8,template_generated
go rice,ic_utensils_line,food,0.9,keyword_variation
go practice,ic_note,learning,0.9,keyword_variation
outdoor gym,ic_run,exercise,0.8,template_generated
health medicine,ic_health,health,0.8,template_generated
go book,ic_note,learning,0.9,keyword_variation
go dentist,ic_health,health,0.9,keyword_variation
go hangout,ic_people,social,0.9,keyword_variation
meal with family,ic_utensils_line,food,0.8,template_generated
urgent employment,ic_briefcase_line,work,0.8,template_generated
takeout dinner,ic_utensils_line,food,0.8,template_generated
early morning movie,ic_tv,entertainment,0.7,contextual
soup session,ic_utensils_line,food,0.9,keyword_variation
go surgery,ic_health,health,0.9,keyword_variation
arbeit,ic_briefcase_line,work,0.9,multilingual_german
1 hour eat,ic_utensils_line,food,0.7,contextual
bike,ic_run,exercise,1.0,direct_keyword
skill course,ic_note,learning,0.8,template_generated
strategy?,ic_briefcase_line,work,1.0,direct_keyword_punct
coffee,ic_people,social,1.0,direct_keyword
group party,ic_people,social,0.8,template_generated
adventure session,ic_car,travel,0.9,keyword_variation
takeout lunch,ic_utensils_line,food,0.8,template_generated
routine health,ic_health,health,0.8,template_generated
bike with friends,ic_run,exercise,0.8,template_generated
time to bedroom,ic_moon_line,sleep,0.8,template_generated
go checkup,ic_health,health,0.9,keyword_variation
morning play,ic_tv,entertainment,0.7,contextual
afternoon doctor,ic_health,health,0.7,contextual
morning project,ic_briefcase_line,work,0.7,contextual
morning snack,ic_utensils_line,food,0.8,template_generated
evening sport,ic_run,exercise,0.8,template_generated
go skiing,ic_run,exercise,0.9,keyword_variation
having meal,ic_utensils_line,food,0.8,template_generated
special people,ic_people,social,0.8,template_generated
15 minute sleep,ic_moon_line,sleep,0.7,contextual
gym workout legs,ic_run,exercise,0.9,realistic_pattern
morning trip,ic_car,travel,0.8,template_generated
design,ic_briefcase_line,work,1.0,direct_keyword
fun family,ic_people,social,0.8,template_generated
15 minute learn,ic_note,learning,0.7,contextual
family visit,ic_people,social,0.8,template_generated
pasta session,ic_utensils_line,food,0.9,keyword_variation
contract,ic_briefcase_line,work,1.0,direct_keyword
early morning sport,ic_run,exercise,0.7,contextual
group friends,ic_people,social,0.8,template_generated
run with friends,ic_run,exercise,0.8,template_generated
escritório,ic_briefcase_line,work,0.9,multilingual_portuguese
symptoms session,ic_health,health,0.9,keyword_variation
project,ic_briefcase_line,work,1.0,direct_keyword
journey,ic_car,travel,1.0,direct_keyword
business train,ic_car,travel,0.8,template_generated
eat session,ic_utensils_line,food,0.9,keyword_variation
employment session,ic_briefcase_line,work,0.9,keyword_variation
catching up chat,ic_people,social,0.8,template_generated
go job,ic_briefcase_line,work,0.9,keyword_variation
1 hour food,ic_utensils_line,food,0.7,contextual
go adventure,ic_car,travel,0.9,keyword_variation
report session,ic_briefcase_line,work,0.9,keyword_variation
go snack,ic_utensils_line,food,0.9,keyword_variation
übung,ic_run,exercise,0.9,multilingual_german
go golf!,ic_run,exercise,0.9,keyword_variation_punct
pasta?,ic_utensils_line,food,1.0,direct_keyword_punct
client call,ic_briefcase_line,work,1.0,realistic_pattern
focused book,ic_note,learning,0.8,template_generated
road flight,ic_car,travel,0.8,template_generated
exam book,ic_note,learning,0.8,template_generated
go transport,ic_car,travel,0.9,keyword_variation
early morning business,ic_briefcase_line,work,0.7,contextual
urgent task,ic_briefcase_line,work,0.8,template_generated
pillow session.,ic_moon_line,sleep,0.9,keyword_variation_punct
agreement,ic_briefcase_line,work,1.0,direct_keyword
late night snack,ic_utensils_line,food,0.7,contextual
preventive doctor,ic_health,health,0.8,template_generated
routine doctor,ic_health,health,0.8,template_generated
learn materials,ic_note,learning,0.8,template_generated
bread session,ic_utensils_line,food,0.9,keyword_variation
evening education,ic_note,learning,0.7,contextual
dream...,ic_moon_line,sleep,1.0,direct_keyword_punct
late night chat,ic_people,social,0.7,contextual
late night nap,ic_moon_line,sleep,0.7,contextual
development session,ic_briefcase_line,work,0.9,keyword_variation
